StudentID,Name,AcademicInterest,ExtracurricularActivities,Skillset 1,Skillset 2,Skillset 3,Skillset 4,Skillset 5,Location,YearOfStudy,Major,GPA,Language Known 1,Language Known 2,Language Known 3,Language Known 4,Language Known 5,ResearchInterests,Attendance
498,Jennifer Evans,Mathematics,Debate Club,Public Speaking,Null,Null,Null,Null,New York,Freshman,Mathematics,3.38,German, French, Spanish, English, Chinese,Cybersecurity,50.0
499,Anthony Fritz,Mathematics,Music Club,Data Analysis, Leadership, Artistic, Problem Solving, Programming,Houston,Junior,Mathematics,3.14,Spanish, Japanese,Null,Null,Null,Biomedical Engineering,35.0
500,Mindy Brown,Computer Science,Coding Club,Artistic, Programming, Data Analysis, Problem Solving, Public Speaking,Los Angeles,Graduate,Biology,2.71,French, English, German,Null,Null,Blockchain Technology,13.0
501,Charlene Tucker,Physics,Volunteer Group,Data Analysis, Programming, Artistic, Problem Solving, Public Speaking,Boston,Senior,Biology,2.28,English, French, German, Chinese, Japanese,Environmental Sustainability,10.0
502,Sarah Haynes,Physics,Sports Team,Data Analysis,Null,Null,Null,Null,New York,Senior,Physics,2.06,French, English, German, Chinese, Japanese,Blockchain Technology,7.0
503,Sarah Valdez,Computer Science,Coding Club,Public Speaking, Problem Solving, Data Analysis, Programming, Artistic,Houston,Graduate,Biology,3.11,Chinese, English, Japanese, German,Null,Educational Technology,37.0
504,Margaret Ortega,Physics,Debate Club,Data Analysis, Artistic, Leadership, Programming, Public Speaking,Los Angeles,Senior,History,3.28,English, German, Chinese, Japanese, Spanish,Sustainable Agriculture,45.0
505,Nancy Gonzalez,Mathematics,Debate Club,Programming, Artistic, Data Analysis,Null,Null,Houston,Senior,Psychology,3.15,French, Japanese, English, Spanish, German,Cognitive Psychology,38.0
506,Jennifer Bright,Mathematics,Volunteer Group,Data Analysis, Problem Solving, Programming, Public Speaking, Leadership,New York,Junior,Psychology,3.84,Japanese, English, German, Chinese, French,Astrophysics,91.0
507,Christopher Alvarez,History,Music Club,Leadership, Public Speaking, Artistic, Programming, Data Analysis,San Francisco,Graduate,Psychology,2.59,Japanese, Chinese, Spanish,Null,Null,Nanotechnology,13.0
508,Maria Clark,Computer Science,Music Club,Problem Solving, Public Speaking, Programming, Artistic,Null,Houston,Graduate,History,2.06,Spanish, English, Japanese, German, French,Nanotechnology,24.0
509,Erin Martin,Physics,Debate Club,Data Analysis, Public Speaking,Null,Null,Null,New York,Senior,Physics,3.97,English, Chinese,Null,Null,Null,Sustainable Agriculture,97.0
510,Dillon Reese,Computer Science,Coding Club,Public Speaking, Programming, Problem Solving, Leadership, Data Analysis,Boston,Junior,History,3.22,Spanish, Chinese, English, French,Null,Behavioral Economics,46.0
511,Ryan Townsend,Mathematics,Sports Team,Programming,Null,Null,Null,Null,San Francisco,Sophomore,Physics,3.66,English, Spanish, Chinese, German, Japanese,Machine Learning,83.0
512,Ryan Weber,Physics,Debate Club,Leadership, Public Speaking, Data Analysis, Problem Solving, Programming,Chicago,Freshman,Physics,2.8,German, Japanese, Chinese, Spanish, English,Behavioral Economics,19.0
513,Kathy Jackson,Psychology,Sports Team,Data Analysis, Artistic, Problem Solving,Null,Null,Los Angeles,Junior,Biology,2.55,German, English,Null,Null,Null,Climate Change,4.0
514,Heather Smith,Computer Science,Coding Club,Data Analysis, Artistic, Public Speaking, Problem Solving,Null,Boston,Sophomore,Computer Science,2.71,Japanese, German, Spanish, English,Null,Renewable Energy,25.0
515,Anthony Bernard,Computer Science,Art Club,Data Analysis, Public Speaking,Null,Null,Null,Boston,Freshman,Biology,3.62,Japanese, Spanish, Chinese, English, French,Sustainable Agriculture,80.0
516,Brian Stewart,Computer Science,Art Club,Problem Solving,Null,Null,Null,Null,Houston,Sophomore,Mathematics,2.73,French, Spanish,Null,Null,Null,Healthcare Management,8.0
517,Shannon Brown,History,Music Club,Problem Solving, Artistic,Null,Null,Null,Los Angeles,Sophomore,Biology,2.87,German,Null,Null,Null,Null,Cognitive Psychology,5.0
518,Brian Sanchez,Physics,Volunteer Group,Programming, Artistic, Problem Solving,Null,Null,San Francisco,Freshman,Psychology,2.77,Japanese, Chinese, French, English,Null,Social Sciences,19.0
519,Lisa Young,Computer Science,Art Club,Data Analysis, Artistic, Leadership,Null,Null,Boston,Graduate,Physics,3.07,Chinese, Japanese, French, German,Null,Renewable Energy,26.0
520,Shelly Mckinney,Computer Science,Art Club,Artistic, Programming, Problem Solving,Null,Null,Boston,Sophomore,Psychology,3.63,Japanese, English, Chinese, French, German,Environmental Sustainability,83.0
521,Rhonda Murphy,Biology,Art Club,Artistic, Leadership, Data Analysis,Null,Null,Houston,Sophomore,History,3.43,German, Japanese, Chinese, Spanish, English,Political Science,60.0
522,Jamie Rasmussen,Biology,Music Club,Artistic,Null,Null,Null,Null,San Francisco,Sophomore,History,3.57,English, French, Chinese,Null,Null,Biomedical Engineering,64.0
523,Jennifer Mcguire,Biology,Debate Club,Data Analysis, Artistic, Programming, Problem Solving, Leadership,Los Angeles,Freshman,Psychology,3.35,English, Chinese, German, Spanish, Japanese,Astrophysics,51.0
524,Melissa Reynolds,Biology,Coding Club,Data Analysis,Null,Null,Null,Null,New York,Graduate,Physics,2.55,Chinese,Null,Null,Null,Null,Healthcare Management,23.0
525,Sandra Branch,Biology,Music Club,Programming, Problem Solving, Public Speaking,Null,Null,New York,Freshman,Computer Science,3.89,Japanese, Spanish, Chinese, German, English,Political Science,93.0
526,Austin Faulkner,Psychology,Volunteer Group,Public Speaking, Problem Solving,Null,Null,Null,Los Angeles,Junior,Physics,3.72,Spanish, German,Null,Null,Null,Environmental Sustainability,75.0
527,James Johns,Computer Science,Volunteer Group,Programming,Null,Null,Null,Null,Boston,Junior,Physics,3.62,Chinese, Spanish, English, Japanese, German,Climate Change,77.0
528,Raymond Haynes,Physics,Sports Team,Public Speaking, Leadership, Programming, Artistic,Null,Los Angeles,Freshman,Physics,3.58,French, English, Chinese, Spanish, German,Data Science,63.0
529,Nicole Webb,Biology,Volunteer Group,Problem Solving, Leadership, Data Analysis, Artistic,Null,New York,Sophomore,Mathematics,3.61,German, Japanese,Null,Null,Null,Natural Language Processing,71.0
530,Katrina Lamb,Mathematics,Music Club,Problem Solving,Null,Null,Null,Null,Chicago,Freshman,Physics,3.6,German, Chinese, English, Spanish,Null,Behavioral Economics,59.0
531,Maria Bush,Physics,Debate Club,Public Speaking, Programming, Problem Solving,Null,Null,Boston,Freshman,Psychology,3.13,Chinese, German, English, Japanese,Null,Sustainable Agriculture,37.0
532,Gail Bowman,Mathematics,Coding Club,Programming, Problem Solving, Data Analysis, Leadership, Public Speaking,Houston,Freshman,History,3.85,German, Japanese, Spanish, French,Null,Cybersecurity,88.0
533,Susan Wallace,Mathematics,Debate Club,Leadership, Artistic, Programming, Public Speaking, Problem Solving,San Francisco,Junior,Computer Science,3.4,Japanese, German, Chinese,Null,Null,Blockchain Technology,48.0
534,Bonnie Turner,Biology,Debate Club,Programming, Artistic, Problem Solving,Null,Null,Chicago,Senior,Computer Science,4.0,Chinese, French, Spanish, Japanese, German,Political Science,93.0
535,Melissa Randolph,Psychology,Volunteer Group,Programming,Null,Null,Null,Null,New York,Graduate,History,3.37,Japanese, Spanish, French, English, Chinese,Quantum Computing,41.0
536,Zachary Guzman,Mathematics,Sports Team,Artistic, Programming, Public Speaking, Data Analysis, Problem Solving,San Francisco,Sophomore,Biology,3.81,German, English,Null,Null,Null,Cybersecurity,92.0
537,Ian Gordon,Computer Science,Debate Club,Programming, Artistic, Data Analysis, Problem Solving, Public Speaking,San Francisco,Senior,Psychology,2.59,Japanese, Chinese, German, French,Null,Nanotechnology,11.0
538,Casey Mitchell,Computer Science,Volunteer Group,Public Speaking, Leadership, Problem Solving,Null,Null,Houston,Sophomore,Physics,2.94,German, Spanish, Chinese, French, Japanese,Space Exploration,25.0
539,Luke Patel,History,Art Club,Public Speaking, Leadership, Problem Solving,Null,Null,Los Angeles,Senior,Psychology,3.58,German, Japanese, Spanish, English,Null,Urban Planning,57.0
540,Peter Richardson,Computer Science,Sports Team,Problem Solving,Null,Null,Null,Null,San Francisco,Graduate,History,3.78,Chinese, Spanish, Japanese, English,Null,Bioinformatics,72.0
541,Jamie Simon,Mathematics,Music Club,Problem Solving,Null,Null,Null,Null,Boston,Sophomore,History,2.55,Chinese, Japanese, French,Null,Null,Human-Computer Interaction,20.0
542,Kelly Cooke,Psychology,Sports Team,Programming, Data Analysis, Leadership, Artistic, Public Speaking,Houston,Senior,Mathematics,2.24,English,Null,Null,Null,Null,Environmental Sustainability,18.0
543,Richard Carey,Physics,Debate Club,Data Analysis, Leadership, Public Speaking, Artistic,Null,Boston,Sophomore,Biology,3.39,German,Null,Null,Null,Null,Social Sciences,41.0
544,Austin Dalton,Mathematics,Sports Team,Leadership, Public Speaking, Data Analysis, Artistic,Null,Los Angeles,Senior,Physics,3.84,English, German, Chinese,Null,Null,Political Science,92.0
545,Jamie James,Psychology,Coding Club,Problem Solving, Programming, Data Analysis, Leadership, Public Speaking,Houston,Sophomore,Biology,2.36,Japanese, French, English,Null,Null,Cybersecurity,24.0
546,Jessica Johnson,History,Sports Team,Artistic, Public Speaking, Problem Solving, Data Analysis, Leadership,Chicago,Junior,Physics,2.37,French, German,Null,Null,Null,Quantum Computing,19.0
547,Alexander Leblanc,Mathematics,Sports Team,Leadership, Data Analysis, Problem Solving, Public Speaking, Artistic,Houston,Sophomore,Physics,3.31,German, Spanish,Null,Null,Null,Educational Technology,52.0
548,Brooke Hernandez,Computer Science,Volunteer Group,Data Analysis, Artistic, Problem Solving,Null,Null,Los Angeles,Junior,Psychology,3.23,German, English, Spanish, Japanese,Null,Artificial Intelligence,46.0
549,Amy Reese,Psychology,Art Club,Problem Solving, Public Speaking, Artistic,Null,Null,Los Angeles,Senior,Psychology,3.56,French, English, German, Chinese, Japanese,Climate Change,58.0
550,Rebecca Jordan,Psychology,Music Club,Public Speaking,Null,Null,Null,Null,New York,Graduate,Computer Science,3.78,French,Null,Null,Null,Null,Environmental Sustainability,84.0
551,Monica Delacruz,Biology,Debate Club,Public Speaking,Null,Null,Null,Null,Houston,Senior,History,3.07,French, English, Chinese,Null,Null,Social Sciences,39.0
552,Christine Pena,Biology,Debate Club,Problem Solving, Leadership, Data Analysis, Artistic,Null,San Francisco,Graduate,Mathematics,2.91,Chinese, French, Japanese, Spanish,Null,Cognitive Psychology,19.0
553,Samantha Banks,History,Sports Team,Data Analysis, Public Speaking, Programming, Problem Solving,Null,Houston,Graduate,Mathematics,3.72,German,Null,Null,Null,Null,Space Exploration,79.0
554,Michael Combs,Mathematics,Debate Club,Problem Solving, Artistic, Programming,Null,Null,San Francisco,Senior,Physics,3.16,German, French,Null,Null,Null,Social Sciences,38.0
555,Johnny Bailey,History,Music Club,Problem Solving, Artistic, Programming,Null,Null,Chicago,Sophomore,Computer Science,2.12,German, Spanish,Null,Null,Null,Machine Learning,0.0
556,Jennifer Nelson,Biology,Debate Club,Leadership, Programming, Problem Solving,Null,Null,Houston,Freshman,Mathematics,2.54,English,Null,Null,Null,Null,Sustainable Agriculture,4.0
557,Tracy Jordan,Mathematics,Art Club,Problem Solving, Artistic, Programming, Public Speaking, Leadership,Los Angeles,Senior,Biology,3.5,German, Japanese,Null,Null,Null,Space Exploration,65.0
558,Dawn Graves,History,Sports Team,Artistic, Leadership, Problem Solving, Programming, Data Analysis,Los Angeles,Senior,Psychology,3.53,Chinese, Japanese, Spanish, French, German,Nanotechnology,62.0
559,Michael Woods,Biology,Sports Team,Public Speaking, Data Analysis, Programming, Leadership,Null,New York,Junior,Psychology,3.9,Japanese, English, French, German, Spanish,Blockchain Technology,99.0
560,Mia Riley,Psychology,Coding Club,Public Speaking, Artistic,Null,Null,Null,Los Angeles,Sophomore,History,2.62,Japanese, German,Null,Null,Null,Blockchain Technology,5.0
561,William Scott,Mathematics,Music Club,Artistic, Leadership, Public Speaking, Programming, Data Analysis,Chicago,Freshman,Biology,2.98,Spanish, Chinese,Null,Null,Null,Robotics,25.0
562,David Villegas,Physics,Volunteer Group,Artistic, Programming, Problem Solving, Leadership, Public Speaking,Chicago,Senior,Biology,3.16,Japanese, French, German, English, Chinese,Environmental Sustainability,29.0
563,Melissa Palmer,History,Volunteer Group,Data Analysis,Null,Null,Null,Null,San Francisco,Junior,Computer Science,3.02,Japanese, Spanish, German,Null,Null,Political Science,37.0
564,Christian Harrison,Mathematics,Music Club,Data Analysis, Public Speaking,Null,Null,Null,New York,Sophomore,History,2.63,German, Chinese, Japanese, Spanish,Null,Healthcare Management,12.0
565,Christopher Joseph,Biology,Volunteer Group,Data Analysis, Leadership, Public Speaking, Artistic,Null,New York,Freshman,Physics,2.8,Japanese, German,Null,Null,Null,Biomedical Engineering,19.0
566,Grant Flores,Biology,Music Club,Public Speaking, Problem Solving, Programming, Artistic, Data Analysis,Houston,Freshman,Mathematics,3.8,German, English, French, Chinese, Spanish,Political Science,83.0
567,Michael Greer,Mathematics,Music Club,Public Speaking, Programming,Null,Null,Null,New York,Junior,Psychology,2.56,French, Chinese, English,Null,Null,Machine Learning,10.0
568,Daniel Davila,Psychology,Sports Team,Programming, Problem Solving, Data Analysis, Leadership, Artistic,San Francisco,Graduate,Biology,3.55,English, Japanese, German, Spanish,Null,Space Exploration,58.0
569,Samantha Henry,History,Art Club,Data Analysis,Null,Null,Null,Null,Los Angeles,Senior,Biology,2.95,French,Null,Null,Null,Null,Astrophysics,10.0
570,Lynn Sparks,Biology,Coding Club,Leadership, Data Analysis, Artistic,Null,Null,Chicago,Freshman,Mathematics,2.24,Chinese, Japanese, French, German, English,Quantum Computing,18.0
571,Corey Stanton,Mathematics,Music Club,Public Speaking, Programming, Artistic,Null,Null,Boston,Senior,History,3.96,German, Spanish, Chinese, English, French,Astrophysics,91.0
572,Christopher Thomas,Psychology,Debate Club,Artistic, Data Analysis,Null,Null,Null,San Francisco,Senior,Mathematics,2.82,German, Chinese, Japanese, French,Null,Astrophysics,22.0
573,Jennifer Gonzalez,History,Debate Club,Programming, Artistic, Leadership, Public Speaking, Problem Solving,Boston,Junior,Mathematics,3.5,Chinese, Spanish, Japanese,Null,Null,Cybersecurity,62.0
574,Dana White,Psychology,Debate Club,Leadership,Null,Null,Null,Null,New York,Graduate,Mathematics,3.97,Spanish, Chinese, French,Null,Null,Social Sciences,93.0
575,Justin Reeves,Physics,Coding Club,Problem Solving, Artistic, Programming, Public Speaking, Data Analysis,New York,Graduate,Psychology,2.89,Spanish, Japanese,Null,Null,Null,Cognitive Psychology,22.0
576,Guy Myers,Computer Science,Volunteer Group,Artistic, Problem Solving, Leadership, Public Speaking,Null,Boston,Graduate,Physics,2.9,French, Spanish, German, English, Chinese,Blockchain Technology,23.0
577,Karen Larson,Psychology,Art Club,Public Speaking,Null,Null,Null,Null,Boston,Graduate,Physics,3.06,German, Chinese, Japanese, French, Spanish,Human-Computer Interaction,29.0
578,Daniel Padilla,Computer Science,Volunteer Group,Programming, Public Speaking, Artistic, Problem Solving,Null,Boston,Graduate,Biology,3.41,Spanish, English, Japanese,Null,Null,Quantum Computing,62.0
579,Bradley Pham,History,Coding Club,Public Speaking, Programming, Leadership,Null,Null,New York,Senior,History,3.35,English, Spanish,Null,Null,Null,Human-Computer Interaction,46.0
580,Taylor Lee,Mathematics,Volunteer Group,Leadership, Problem Solving,Null,Null,Null,Los Angeles,Freshman,History,2.46,Chinese, English, German,Null,Null,Educational Technology,7.0
581,Nancy Miller,Mathematics,Art Club,Programming, Data Analysis, Artistic, Public Speaking, Problem Solving,Houston,Graduate,Biology,2.43,French, English,Null,Null,Null,Urban Planning,18.0
582,Scott Reyes,Biology,Coding Club,Artistic,Null,Null,Null,Null,Boston,Sophomore,History,3.89,Spanish, French,Null,Null,Null,Machine Learning,87.0
583,Daniel Lucas,Mathematics,Sports Team,Artistic,Null,Null,Null,Null,Houston,Junior,Biology,2.79,English, Spanish, Japanese,Null,Null,Urban Planning,13.0
584,Samantha Wilson,Physics,Volunteer Group,Programming, Public Speaking, Data Analysis,Null,Null,San Francisco,Graduate,Physics,2.09,French, English,Null,Null,Null,Social Sciences,3.0
585,Michelle Navarro,Psychology,Coding Club,Public Speaking, Artistic, Problem Solving, Programming,Null,Los Angeles,Junior,Biology,2.79,Japanese, Chinese,Null,Null,Null,Cybersecurity,6.0
586,Robert Sweeney,Physics,Volunteer Group,Programming, Artistic, Leadership, Public Speaking, Data Analysis,Los Angeles,Freshman,History,3.65,German, Japanese, Spanish,Null,Null,Data Science,82.0
587,Robert Harmon,Mathematics,Art Club,Programming, Problem Solving,Null,Null,Null,Chicago,Sophomore,Psychology,2.5,Japanese, English,Null,Null,Null,Nanotechnology,16.0
588,Donald Bailey,Psychology,Music Club,Leadership, Artistic, Data Analysis,Null,Null,Houston,Graduate,History,2.67,English,Null,Null,Null,Null,Bioinformatics,9.0
589,Daniel Mcguire,Biology,Volunteer Group,Data Analysis, Leadership, Artistic, Programming, Problem Solving,Houston,Sophomore,Mathematics,2.87,French, English, Chinese, Japanese,Null,Renewable Energy,9.0
590,James Davis,History,Music Club,Problem Solving, Programming, Leadership, Artistic, Data Analysis,Boston,Junior,Biology,2.48,French, Japanese,Null,Null,Null,Cybersecurity,22.0
591,Rhonda Mcmahon,Biology,Volunteer Group,Problem Solving,Null,Null,Null,Null,New York,Sophomore,Mathematics,3.45,Chinese, German, English, Japanese, French,Behavioral Economics,68.0
592,Eddie Mcdaniel,Mathematics,Debate Club,Problem Solving, Artistic, Public Speaking, Leadership,Null,Chicago,Freshman,Psychology,3.33,Spanish, Chinese, English, Japanese,Null,Climate Change,51.0
593,Tammy Alvarez,Biology,Coding Club,Public Speaking, Leadership, Problem Solving,Null,Null,New York,Sophomore,Physics,3.65,German, English, French,Null,Null,Political Science,75.0
594,Patrick Miller,History,Music Club,Artistic, Public Speaking, Problem Solving, Data Analysis,Null,New York,Freshman,Computer Science,2.91,French, Spanish, English, Chinese, Japanese,Healthcare Management,19.0
595,Sarah Brown,Psychology,Volunteer Group,Public Speaking, Artistic, Problem Solving, Data Analysis, Programming,Houston,Sophomore,Mathematics,3.43,Japanese, German, French, Spanish, Chinese,Data Science,64.0
596,Charles Hicks,History,Debate Club,Artistic, Problem Solving, Programming, Leadership,Null,Boston,Senior,Computer Science,3.92,German, Chinese, Spanish,Null,Null,Political Science,86.0
597,Monica Norris,History,Art Club,Artistic, Leadership, Programming, Public Speaking, Data Analysis,Boston,Sophomore,Computer Science,3.36,French, Spanish, German, Japanese, Chinese,Behavioral Economics,46.0
598,Jennifer Skinner,History,Music Club,Leadership, Public Speaking, Programming, Artistic,Null,Houston,Junior,History,2.57,Spanish,Null,Null,Null,Null,Data Science,10.0
599,Nicolas Campbell,Computer Science,Music Club,Problem Solving, Leadership, Programming, Artistic,Null,Houston,Senior,Psychology,2.49,German, Japanese, Chinese, English, Spanish,Artificial Intelligence,4.0
600,Jesse Parker,History,Music Club,Data Analysis, Programming, Problem Solving,Null,Null,New York,Graduate,Physics,2.8,Spanish, French,Null,Null,Null,Behavioral Economics,4.0
601,Ashley Russell,Psychology,Volunteer Group,Leadership, Public Speaking, Problem Solving, Artistic, Data Analysis,Los Angeles,Graduate,Psychology,2.85,Chinese, English, French, German,Null,Quantum Computing,6.0
602,Frank Brown,History,Sports Team,Data Analysis, Programming, Public Speaking,Null,Null,Los Angeles,Graduate,Mathematics,3.96,English, Chinese, Spanish, French,Null,Environmental Sustainability,90.0
603,Matthew Mendez,History,Art Club,Artistic, Programming, Public Speaking, Data Analysis, Problem Solving,Los Angeles,Senior,Computer Science,2.13,German,Null,Null,Null,Null,Cognitive Psychology,9.0
604,Karen Jackson,Physics,Volunteer Group,Public Speaking, Artistic,Null,Null,Null,Chicago,Sophomore,Physics,2.51,English,Null,Null,Null,Null,Machine Learning,11.0
605,Adam Montgomery,Mathematics,Debate Club,Programming, Artistic, Leadership,Null,Null,Boston,Junior,Computer Science,3.27,English, Chinese, Spanish, Japanese, German,Urban Planning,42.0
606,Justin Willis,History,Volunteer Group,Problem Solving, Artistic,Null,Null,Null,Houston,Freshman,Computer Science,2.69,Japanese, German, Chinese, Spanish,Null,Urban Planning,14.0
607,Teresa Cross,Psychology,Coding Club,Public Speaking, Programming, Problem Solving, Leadership, Data Analysis,Houston,Graduate,Computer Science,2.8,German, Japanese, French,Null,Null,Climate Change,21.0
608,James Graham,Physics,Music Club,Problem Solving, Data Analysis,Null,Null,Null,Houston,Junior,Computer Science,3.04,French, Chinese, Spanish,Null,Null,Renewable Energy,35.0
609,Lisa Anderson,History,Music Club,Public Speaking, Artistic, Data Analysis, Problem Solving, Leadership,San Francisco,Junior,Physics,3.46,English, Spanish, Chinese, German,Null,Cybersecurity,62.0
610,Jennifer Walker,Mathematics,Coding Club,Public Speaking, Programming, Data Analysis, Leadership, Problem Solving,Los Angeles,Freshman,Computer Science,2.95,Spanish, German, French,Null,Null,Healthcare Management,20.0
611,Austin Castillo,Computer Science,Coding Club,Artistic,Null,Null,Null,Null,Chicago,Graduate,Physics,3.73,German, Japanese, English, Spanish, French,Political Science,71.0
612,Sean Robinson,Biology,Sports Team,Public Speaking, Problem Solving, Data Analysis, Artistic, Leadership,Los Angeles,Sophomore,Psychology,2.89,German, Chinese, Spanish, English, Japanese,Climate Change,13.0
613,Jessica White,History,Art Club,Leadership, Problem Solving, Programming, Data Analysis, Artistic,San Francisco,Freshman,Biology,2.41,Chinese, Japanese, English,Null,Null,Artificial Intelligence,0.0
614,Daniel Stephenson,Computer Science,Coding Club,Leadership, Public Speaking,Null,Null,Null,San Francisco,Senior,Mathematics,3.14,French, Spanish, Chinese, English, Japanese,Biomedical Engineering,34.0
615,Linda Evans,Mathematics,Volunteer Group,Public Speaking, Artistic,Null,Null,Null,New York,Freshman,Psychology,2.04,Japanese, English, Spanish,Null,Null,Behavioral Economics,8.0
616,Robert Patterson,Physics,Debate Club,Programming,Null,Null,Null,Null,Los Angeles,Senior,History,3.39,English, Spanish,Null,Null,Null,Climate Change,46.0
617,Taylor Braun,Physics,Art Club,Artistic, Public Speaking, Data Analysis, Programming,Null,Los Angeles,Freshman,Physics,2.2,Spanish, English, German, Japanese,Null,Social Sciences,24.0
618,Jay Garcia,History,Sports Team,Data Analysis,Null,Null,Null,Null,Chicago,Junior,Biology,3.32,Spanish, Chinese, French, Japanese, English,Biomedical Engineering,49.0
619,Lawrence Morrow,Computer Science,Coding Club,Programming,Null,Null,Null,Null,Los Angeles,Senior,Computer Science,3.69,Japanese, French, Chinese, English, German,Astrophysics,80.0
620,Tammy Higgins,Computer Science,Coding Club,Programming, Public Speaking,Null,Null,Null,San Francisco,Sophomore,History,3.06,French, Japanese, Spanish, Chinese,Null,Cognitive Psychology,40.0
621,Paul Cooper,Psychology,Volunteer Group,Data Analysis, Artistic,Null,Null,Null,New York,Senior,Computer Science,2.49,French, Japanese, Chinese, English, Spanish,Cybersecurity,9.0
622,Michael Brown,Biology,Coding Club,Programming, Data Analysis, Public Speaking, Leadership, Artistic,Los Angeles,Sophomore,Mathematics,3.43,German, French, Chinese, Spanish,Null,Social Sciences,68.0
623,Joseph Cohen,Computer Science,Volunteer Group,Public Speaking, Problem Solving, Artistic, Programming,Null,San Francisco,Freshman,Mathematics,3.81,Chinese, Japanese, French,Null,Null,Data Science,95.0
624,Meagan Johnson,Biology,Volunteer Group,Problem Solving, Public Speaking, Artistic, Data Analysis, Programming,New York,Junior,Mathematics,3.33,Chinese, German,Null,Null,Null,Robotics,52.0
625,Jennifer Smith,Biology,Coding Club,Data Analysis, Programming,Null,Null,Null,San Francisco,Graduate,Biology,3.52,German,Null,Null,Null,Null,Machine Learning,61.0
626,Lori Nguyen,History,Sports Team,Artistic,Null,Null,Null,Null,Boston,Senior,History,2.76,Spanish, Chinese, Japanese, English, French,Bioinformatics,17.0
627,Michele Jackson,Biology,Art Club,Leadership,Null,Null,Null,Null,Los Angeles,Freshman,Computer Science,3.75,English, French, Japanese, Spanish,Null,Biomedical Engineering,77.0
628,Adam Brown,Computer Science,Art Club,Artistic, Problem Solving, Programming,Null,Null,Los Angeles,Freshman,Psychology,2.71,Japanese, English, Spanish,Null,Null,Healthcare Management,14.0
629,Steven Valenzuela,Physics,Volunteer Group,Leadership,Null,Null,Null,Null,Los Angeles,Junior,Physics,2.13,Chinese, Japanese,Null,Null,Null,Robotics,10.0
630,Edwin Turner,Physics,Volunteer Group,Leadership, Data Analysis, Artistic,Null,Null,San Francisco,Freshman,Physics,2.95,Spanish, German, English,Null,Null,Natural Language Processing,24.0
631,Anna Brown,History,Coding Club,Programming, Leadership, Artistic, Data Analysis, Public Speaking,New York,Freshman,Mathematics,2.24,Japanese, Spanish, English,Null,Null,Astrophysics,20.0
632,Kenneth Schaefer,Psychology,Music Club,Public Speaking, Artistic, Programming,Null,Null,Houston,Senior,Biology,3.93,Chinese, English, Spanish, French, German,Sustainable Agriculture,91.0
633,Jerome Hamilton,History,Coding Club,Public Speaking, Data Analysis, Artistic, Problem Solving, Programming,Los Angeles,Graduate,Psychology,3.52,German,Null,Null,Null,Null,Blockchain Technology,56.0
634,Kathryn Shepard,Biology,Music Club,Data Analysis, Leadership,Null,Null,Null,Los Angeles,Freshman,History,3.69,English, Japanese, German, Spanish, Chinese,Political Science,82.0
635,Jesse Smith,Biology,Coding Club,Problem Solving, Programming, Leadership, Public Speaking,Null,San Francisco,Graduate,Computer Science,3.15,Spanish, English, French, Japanese, German,Natural Language Processing,28.0
636,Karen Jones,Psychology,Debate Club,Programming, Public Speaking, Leadership,Null,Null,Houston,Graduate,Psychology,2.71,Spanish,Null,Null,Null,Null,Space Exploration,12.0
637,Danny Clark,Physics,Volunteer Group,Public Speaking, Problem Solving, Artistic,Null,Null,Boston,Freshman,History,2.19,English,Null,Null,Null,Null,Cognitive Psychology,4.0
638,William Taylor,Psychology,Sports Team,Leadership,Null,Null,Null,Null,New York,Sophomore,Psychology,3.46,English, French, Chinese, German, Japanese,Healthcare Management,57.0
639,Karen James,Mathematics,Volunteer Group,Programming, Problem Solving, Data Analysis,Null,Null,Houston,Senior,Physics,2.71,Spanish, Chinese, German, French,Null,Urban Planning,19.0
640,Victoria Wilson,Physics,Art Club,Artistic,Null,Null,Null,Null,Boston,Sophomore,Mathematics,3.42,Chinese, German,Null,Null,Null,Quantum Computing,57.0
641,Leslie Lee,Mathematics,Sports Team,Artistic, Data Analysis, Programming,Null,Null,New York,Junior,Mathematics,3.61,Spanish,Null,Null,Null,Null,Sustainable Agriculture,71.0
642,Tammy Stewart,Physics,Art Club,Problem Solving, Data Analysis, Leadership,Null,Null,Boston,Senior,Psychology,2.78,Japanese,Null,Null,Null,Null,Renewable Energy,0.0
643,Sarah House,Biology,Music Club,Public Speaking, Data Analysis, Programming, Leadership,Null,Chicago,Graduate,Mathematics,3.64,French, German,Null,Null,Null,Blockchain Technology,75.0
644,Frank Sharp,Physics,Debate Club,Programming, Public Speaking, Problem Solving, Data Analysis,Null,Los Angeles,Sophomore,Psychology,3.83,English,Null,Null,Null,Null,Behavioral Economics,95.0
645,Jenna Hoover,Psychology,Art Club,Data Analysis, Artistic, Leadership, Problem Solving, Public Speaking,Boston,Senior,Biology,3.55,Chinese, English, Spanish, Japanese, German,Quantum Computing,59.0
646,James Landry,Physics,Art Club,Problem Solving, Artistic, Leadership, Programming, Data Analysis,Los Angeles,Graduate,Physics,2.08,English,Null,Null,Null,Null,Nanotechnology,15.0
647,Cody Lee,Computer Science,Art Club,Data Analysis, Leadership, Programming, Public Speaking, Problem Solving,San Francisco,Senior,Mathematics,3.81,Chinese, French, German,Null,Null,Data Science,95.0
