StudentID,Name,AcademicInterest,ExtracurricularActivities,Skillset1,Skillset2,Skillset3,Skillset4,Skillset5,Location,YearOfStudy,Major,GPA,Language1,Language2,Language3,Language4,Language5,ResearchInterests,Attendance,SkillCount,LanguageCount,CompositeScore
490,Michael Reed,Computer Science,Debate Club,Artistic,Data Analysis,Problem Solving,Public Speaking,Programming,Houston,Junior,Physics,2.35,English,Japanese,Spanish,German,Unknown,Renewable Energy,0.1,5,4,1.23
491,Karen Hoffman,Biology,Sports Team,Leadership,Programming,Public Speaking,Artistic,Unknown,Los Angeles,Graduate,History,2.29,German,Spanish,Unknown,Unknown,Unknown,Biomedical Engineering,0.06,4,2,1.18
492,Jacob Sanchez,Mathematics,Sports Team,Leadership,Problem Solving,Data Analysis,Artistic,Programming,San Francisco,Senior,History,3.17,German,Unknown,Unknown,Unknown,Unknown,Healthcare Management,0.37,5,1,1.77
493,Scott Cross,Mathematics,Coding Club,Programming,Unknown,Unknown,Unknown,Unknown,New York,Senior,Psychology,2.62,Japanese,Spanish,English,Chinese,German,Astrophysics,0.19,1,5,1.41
494,Brian Tucker,History,Sports Team,Artistic,Leadership,Data Analysis,Unknown,Unknown,San Francisco,Junior,Mathematics,2.74,Chinese,French,Spanish,Japanese,Unknown,Sustainable Agriculture,0.06,3,4,1.4
495,Kevin Haynes,Mathematics,Art Club,Artistic,Leadership,Unknown,Unknown,Unknown,San Francisco,Sophomore,History,3.14,French,Japanese,German,Spanish,English,Biomedical Engineering,0.29,2,5,1.72
496,Mark Pruitt,Psychology,Debate Club,Programming,Unknown,Unknown,Unknown,Unknown,Houston,Graduate,Biology,2.63,French,German,Unknown,Unknown,Unknown,Data Science,0.07,1,2,1.35
497,Samuel Craig,Biology,Sports Team,Data Analysis,Problem Solving,Artistic,Unknown,Unknown,Boston,Sophomore,Psychology,3.97,German,Unknown,Unknown,Unknown,Unknown,Healthcare Management,0.97,3,1,2.47
498,Jennifer Evans,Mathematics,Debate Club,Public Speaking,Unknown,Unknown,Unknown,Unknown,New York,Freshman,Mathematics,3.38,German,French,Spanish,English,Chinese,Cybersecurity,0.5,1,5,1.94
499,Anthony Fritz,Mathematics,Music Club,Data Analysis,Leadership,Artistic,Problem Solving,Programming,Houston,Junior,Mathematics,3.14,Spanish,Japanese,Unknown,Unknown,Unknown,Biomedical Engineering,0.35,5,2,1.75
500,Mindy Brown,Computer Science,Coding Club,Artistic,Programming,Data Analysis,Problem Solving,Public Speaking,Los Angeles,Graduate,Biology,2.71,French,English,German,Unknown,Unknown,Blockchain Technology,0.13,5,3,1.42
501,Charlene Tucker,Physics,Volunteer Group,Data Analysis,Programming,Artistic,Problem Solving,Public Speaking,Boston,Senior,Biology,2.28,English,French,German,Chinese,Japanese,Environmental Sustainability,0.1,5,5,1.19
502,Sarah Haynes,Physics,Sports Team,Data Analysis,Unknown,Unknown,Unknown,Unknown,New York,Senior,Physics,2.06,French,English,German,Chinese,Japanese,Blockchain Technology,0.07,1,5,1.07
503,Sarah Valdez,Computer Science,Coding Club,Public Speaking,Problem Solving,Data Analysis,Programming,Artistic,Houston,Graduate,Biology,3.11,Chinese,English,Japanese,German,Unknown,Educational Technology,0.37,5,4,1.74
504,Margaret Ortega,Physics,Debate Club,Data Analysis,Artistic,Leadership,Programming,Public Speaking,Los Angeles,Senior,History,3.28,English,German,Chinese,Japanese,Spanish,Sustainable Agriculture,0.45,5,5,1.87
505,Nancy Gonzalez,Mathematics,Debate Club,Programming,Artistic,Data Analysis,Unknown,Unknown,Houston,Senior,Psychology,3.15,French,Japanese,English,Spanish,German,Cognitive Psychology,0.38,3,5,1.77
506,Jennifer Bright,Mathematics,Volunteer Group,Data Analysis,Problem Solving,Programming,Public Speaking,Leadership,New York,Junior,Psychology,3.84,Japanese,English,German,Chinese,French,Astrophysics,0.91,5,5,2.38
507,Christopher Alvarez,History,Music Club,Leadership,Public Speaking,Artistic,Programming,Data Analysis,San Francisco,Graduate,Psychology,2.59,Japanese,Chinese,Spanish,Unknown,Unknown,Nanotechnology,0.13,5,3,1.36
508,Maria Clark,Computer Science,Music Club,Problem Solving,Public Speaking,Programming,Artistic,Unknown,Houston,Graduate,History,2.06,Spanish,English,Japanese,German,French,Nanotechnology,0.24,4,5,1.15
509,Erin Martin,Physics,Debate Club,Data Analysis,Public Speaking,Unknown,Unknown,Unknown,New York,Senior,Physics,3.97,English,Chinese,Unknown,Unknown,Unknown,Sustainable Agriculture,0.97,2,2,2.47
510,Dillon Reese,Computer Science,Coding Club,Public Speaking,Programming,Problem Solving,Leadership,Data Analysis,Boston,Junior,History,3.22,Spanish,Chinese,English,French,Unknown,Behavioral Economics,0.46,5,4,1.84
511,Ryan Townsend,Mathematics,Sports Team,Programming,Unknown,Unknown,Unknown,Unknown,San Francisco,Sophomore,Physics,3.66,English,Spanish,Chinese,German,Japanese,Machine Learning,0.83,1,5,2.25
512,Ryan Weber,Physics,Debate Club,Leadership,Public Speaking,Data Analysis,Problem Solving,Programming,Chicago,Freshman,Physics,2.8,German,Japanese,Chinese,Spanish,English,Behavioral Economics,0.19,5,5,1.49
513,Kathy Jackson,Psychology,Sports Team,Data Analysis,Artistic,Problem Solving,Unknown,Unknown,Los Angeles,Junior,Biology,2.55,German,English,Unknown,Unknown,Unknown,Climate Change,0.04,3,2,1.3
514,Heather Smith,Computer Science,Coding Club,Data Analysis,Artistic,Public Speaking,Problem Solving,Unknown,Boston,Sophomore,Computer Science,2.71,Japanese,German,Spanish,English,Unknown,Renewable Energy,0.25,4,4,1.48
515,Anthony Bernard,Computer Science,Art Club,Data Analysis,Public Speaking,Unknown,Unknown,Unknown,Boston,Freshman,Biology,3.62,Japanese,Spanish,Chinese,English,French,Sustainable Agriculture,0.8,2,5,2.21
516,Brian Stewart,Computer Science,Art Club,Problem Solving,Unknown,Unknown,Unknown,Unknown,Houston,Sophomore,Mathematics,2.73,French,Spanish,Unknown,Unknown,Unknown,Healthcare Management,0.08,1,2,1.41
517,Shannon Brown,History,Music Club,Problem Solving,Artistic,Unknown,Unknown,Unknown,Los Angeles,Sophomore,Biology,2.87,German,Unknown,Unknown,Unknown,Unknown,Cognitive Psychology,0.05,2,1,1.46
518,Brian Sanchez,Physics,Volunteer Group,Programming,Artistic,Problem Solving,Unknown,Unknown,San Francisco,Freshman,Psychology,2.77,Japanese,Chinese,French,English,Unknown,Social Sciences,0.19,3,4,1.48
519,Lisa Young,Computer Science,Art Club,Data Analysis,Artistic,Leadership,Unknown,Unknown,Boston,Graduate,Physics,3.07,Chinese,Japanese,French,German,Unknown,Renewable Energy,0.26,3,4,1.67
520,Shelly Mckinney,Computer Science,Art Club,Artistic,Programming,Problem Solving,Unknown,Unknown,Boston,Sophomore,Psychology,3.63,Japanese,English,Chinese,French,German,Environmental Sustainability,0.83,3,5,2.23
521,Rhonda Murphy,Biology,Art Club,Artistic,Leadership,Data Analysis,Unknown,Unknown,Houston,Sophomore,History,3.43,German,Japanese,Chinese,Spanish,English,Political Science,0.6,3,5,2.02
522,Jamie Rasmussen,Biology,Music Club,Artistic,Unknown,Unknown,Unknown,Unknown,San Francisco,Sophomore,History,3.57,English,French,Chinese,Unknown,Unknown,Biomedical Engineering,0.64,1,3,2.11
523,Jennifer Mcguire,Biology,Debate Club,Data Analysis,Artistic,Programming,Problem Solving,Leadership,Los Angeles,Freshman,Psychology,3.35,English,Chinese,German,Spanish,Japanese,Astrophysics,0.51,5,5,1.93
524,Melissa Reynolds,Biology,Coding Club,Data Analysis,Unknown,Unknown,Unknown,Unknown,New York,Graduate,Physics,2.55,Chinese,Unknown,Unknown,Unknown,Unknown,Healthcare Management,0.23,1,1,1.39
525,Sandra Branch,Biology,Music Club,Programming,Problem Solving,Public Speaking,Unknown,Unknown,New York,Freshman,Computer Science,3.89,Japanese,Spanish,Chinese,German,English,Political Science,0.93,3,5,2.41
526,Austin Faulkner,Psychology,Volunteer Group,Public Speaking,Problem Solving,Unknown,Unknown,Unknown,Los Angeles,Junior,Physics,3.72,Spanish,German,Unknown,Unknown,Unknown,Environmental Sustainability,0.75,2,2,2.24
527,James Johns,Computer Science,Volunteer Group,Programming,Unknown,Unknown,Unknown,Unknown,Boston,Junior,Physics,3.62,Chinese,Spanish,English,Japanese,German,Climate Change,0.77,1,5,2.2
528,Raymond Haynes,Physics,Sports Team,Public Speaking,Leadership,Programming,Artistic,Unknown,Los Angeles,Freshman,Physics,3.58,French,English,Chinese,Spanish,German,Data Science,0.63,4,5,2.11
529,Nicole Webb,Biology,Volunteer Group,Problem Solving,Leadership,Data Analysis,Artistic,Unknown,New York,Sophomore,Mathematics,3.61,German,Japanese,Unknown,Unknown,Unknown,Natural Language Processing,0.71,4,2,2.16
530,Katrina Lamb,Mathematics,Music Club,Problem Solving,Unknown,Unknown,Unknown,Unknown,Chicago,Freshman,Physics,3.6,German,Chinese,English,Spanish,Unknown,Behavioral Economics,0.59,1,4,2.1
531,Maria Bush,Physics,Debate Club,Public Speaking,Programming,Problem Solving,Unknown,Unknown,Boston,Freshman,Psychology,3.13,Chinese,German,English,Japanese,Unknown,Sustainable Agriculture,0.37,3,4,1.75
532,Gail Bowman,Mathematics,Coding Club,Programming,Problem Solving,Data Analysis,Leadership,Public Speaking,Houston,Freshman,History,3.85,German,Japanese,Spanish,French,Unknown,Cybersecurity,0.88,5,4,2.37
533,Susan Wallace,Mathematics,Debate Club,Leadership,Artistic,Programming,Public Speaking,Problem Solving,San Francisco,Junior,Computer Science,3.4,Japanese,German,Chinese,Unknown,Unknown,Blockchain Technology,0.48,5,3,1.94
534,Bonnie Turner,Biology,Debate Club,Programming,Artistic,Problem Solving,Unknown,Unknown,Chicago,Senior,Computer Science,4,Chinese,French,Spanish,Japanese,German,Political Science,0.93,3,5,2.47
535,Melissa Randolph,Psychology,Volunteer Group,Programming,Unknown,Unknown,Unknown,Unknown,New York,Graduate,History,3.37,Japanese,Spanish,French,English,Chinese,Quantum Computing,0.41,1,5,1.89
536,Zachary Guzman,Mathematics,Sports Team,Artistic,Programming,Public Speaking,Data Analysis,Problem Solving,San Francisco,Sophomore,Biology,3.81,German,English,Unknown,Unknown,Unknown,Cybersecurity,0.92,5,2,2.37
537,Ian Gordon,Computer Science,Debate Club,Programming,Artistic,Data Analysis,Problem Solving,Public Speaking,San Francisco,Senior,Psychology,2.59,Japanese,Chinese,German,French,Unknown,Nanotechnology,0.11,5,4,1.35
538,Casey Mitchell,Computer Science,Volunteer Group,Public Speaking,Leadership,Problem Solving,Unknown,Unknown,Houston,Sophomore,Physics,2.94,German,Spanish,Chinese,French,Japanese,Space Exploration,0.25,3,5,1.6
539,Luke Patel,History,Art Club,Public Speaking,Leadership,Problem Solving,Unknown,Unknown,Los Angeles,Senior,Psychology,3.58,German,Japanese,Spanish,English,Unknown,Urban Planning,0.57,3,4,2.08
540,Peter Richardson,Computer Science,Sports Team,Problem Solving,Unknown,Unknown,Unknown,Unknown,San Francisco,Graduate,History,3.78,Chinese,Spanish,Japanese,English,Unknown,Bioinformatics,0.72,1,4,2.25
541,Jamie Simon,Mathematics,Music Club,Problem Solving,Unknown,Unknown,Unknown,Unknown,Boston,Sophomore,History,2.55,Chinese,Japanese,French,Unknown,Unknown,Human-Computer Interaction,0.2,1,3,1.38
542,Kelly Cooke,Psychology,Sports Team,Programming,Data Analysis,Leadership,Artistic,Public Speaking,Houston,Senior,Mathematics,2.24,English,Unknown,Unknown,Unknown,Unknown,Environmental Sustainability,0.18,5,1,1.21
543,Richard Carey,Physics,Debate Club,Data Analysis,Leadership,Public Speaking,Artistic,Unknown,Boston,Sophomore,Biology,3.39,German,Unknown,Unknown,Unknown,Unknown,Social Sciences,0.41,4,1,1.9
544,Austin Dalton,Mathematics,Sports Team,Leadership,Public Speaking,Data Analysis,Artistic,Unknown,Los Angeles,Senior,Physics,3.84,English,German,Chinese,Unknown,Unknown,Political Science,0.92,4,3,2.38
545,Jamie James,Psychology,Coding Club,Problem Solving,Programming,Data Analysis,Leadership,Public Speaking,Houston,Sophomore,Biology,2.36,Japanese,French,English,Unknown,Unknown,Cybersecurity,0.24,5,3,1.3
546,Jessica Johnson,History,Sports Team,Artistic,Public Speaking,Problem Solving,Data Analysis,Leadership,Chicago,Junior,Physics,2.37,French,German,Unknown,Unknown,Unknown,Quantum Computing,0.19,5,2,1.28
547,Alexander Leblanc,Mathematics,Sports Team,Leadership,Data Analysis,Problem Solving,Public Speaking,Artistic,Houston,Sophomore,Physics,3.31,German,Spanish,Unknown,Unknown,Unknown,Educational Technology,0.52,5,2,1.92
548,Brooke Hernandez,Computer Science,Volunteer Group,Data Analysis,Artistic,Problem Solving,Unknown,Unknown,Los Angeles,Junior,Psychology,3.23,German,English,Spanish,Japanese,Unknown,Artificial Intelligence,0.46,3,4,1.85
549,Amy Reese,Psychology,Art Club,Problem Solving,Public Speaking,Artistic,Unknown,Unknown,Los Angeles,Senior,Psychology,3.56,French,English,German,Chinese,Japanese,Climate Change,0.58,3,5,2.07
550,Rebecca Jordan,Psychology,Music Club,Public Speaking,Unknown,Unknown,Unknown,Unknown,New York,Graduate,Computer Science,3.78,French,Unknown,Unknown,Unknown,Unknown,Environmental Sustainability,0.84,1,1,2.31
551,Monica Delacruz,Biology,Debate Club,Public Speaking,Unknown,Unknown,Unknown,Unknown,Houston,Senior,History,3.07,French,English,Chinese,Unknown,Unknown,Social Sciences,0.39,1,3,1.73
552,Christine Pena,Biology,Debate Club,Problem Solving,Leadership,Data Analysis,Artistic,Unknown,San Francisco,Graduate,Mathematics,2.91,Chinese,French,Japanese,Spanish,Unknown,Cognitive Psychology,0.19,4,4,1.55
553,Samantha Banks,History,Sports Team,Data Analysis,Public Speaking,Programming,Problem Solving,Unknown,Houston,Graduate,Mathematics,3.72,German,Unknown,Unknown,Unknown,Unknown,Space Exploration,0.79,4,1,2.26
554,Michael Combs,Mathematics,Debate Club,Problem Solving,Artistic,Programming,Unknown,Unknown,San Francisco,Senior,Physics,3.16,German,French,Unknown,Unknown,Unknown,Social Sciences,0.38,3,2,1.77
555,Johnny Bailey,History,Music Club,Problem Solving,Artistic,Programming,Unknown,Unknown,Chicago,Sophomore,Computer Science,2.12,German,Spanish,Unknown,Unknown,Unknown,Machine Learning,0,3,2,1.06
556,Jennifer Nelson,Biology,Debate Club,Leadership,Programming,Problem Solving,Unknown,Unknown,Houston,Freshman,Mathematics,2.54,English,Unknown,Unknown,Unknown,Unknown,Sustainable Agriculture,0.04,3,1,1.29
557,Tracy Jordan,Mathematics,Art Club,Problem Solving,Artistic,Programming,Public Speaking,Leadership,Los Angeles,Senior,Biology,3.5,German,Japanese,Unknown,Unknown,Unknown,Space Exploration,0.65,5,2,2.08
558,Dawn Graves,History,Sports Team,Artistic,Leadership,Problem Solving,Programming,Data Analysis,Los Angeles,Senior,Psychology,3.53,Chinese,Japanese,Spanish,French,German,Nanotechnology,0.62,5,5,2.07
559,Michael Woods,Biology,Sports Team,Public Speaking,Data Analysis,Programming,Leadership,Unknown,New York,Junior,Psychology,3.9,Japanese,English,French,German,Spanish,Blockchain Technology,0.99,4,5,2.45
560,Mia Riley,Psychology,Coding Club,Public Speaking,Artistic,Unknown,Unknown,Unknown,Los Angeles,Sophomore,History,2.62,Japanese,German,Unknown,Unknown,Unknown,Blockchain Technology,0.05,2,2,1.34
561,William Scott,Mathematics,Music Club,Artistic,Leadership,Public Speaking,Programming,Data Analysis,Chicago,Freshman,Biology,2.98,Spanish,Chinese,Unknown,Unknown,Unknown,Robotics,0.25,5,2,1.62
562,David Villegas,Physics,Volunteer Group,Artistic,Programming,Problem Solving,Leadership,Public Speaking,Chicago,Senior,Biology,3.16,Japanese,French,German,English,Chinese,Environmental Sustainability,0.29,5,5,1.73
563,Melissa Palmer,History,Volunteer Group,Data Analysis,Unknown,Unknown,Unknown,Unknown,San Francisco,Junior,Computer Science,3.02,Japanese,Spanish,German,Unknown,Unknown,Political Science,0.37,1,3,1.7
564,Christian Harrison,Mathematics,Music Club,Data Analysis,Public Speaking,Unknown,Unknown,Unknown,New York,Sophomore,History,2.63,German,Chinese,Japanese,Spanish,Unknown,Healthcare Management,0.12,2,4,1.38
565,Christopher Joseph,Biology,Volunteer Group,Data Analysis,Leadership,Public Speaking,Artistic,Unknown,New York,Freshman,Physics,2.8,Japanese,German,Unknown,Unknown,Unknown,Biomedical Engineering,0.19,4,2,1.49
566,Grant Flores,Biology,Music Club,Public Speaking,Problem Solving,Programming,Artistic,Data Analysis,Houston,Freshman,Mathematics,3.8,German,English,French,Chinese,Spanish,Political Science,0.83,5,5,2.32
567,Michael Greer,Mathematics,Music Club,Public Speaking,Programming,Unknown,Unknown,Unknown,New York,Junior,Psychology,2.56,French,Chinese,English,Unknown,Unknown,Machine Learning,0.1,2,3,1.33
568,Daniel Davila,Psychology,Sports Team,Programming,Problem Solving,Data Analysis,Leadership,Artistic,San Francisco,Graduate,Biology,3.55,English,Japanese,German,Spanish,Unknown,Space Exploration,0.58,5,4,2.07
569,Samantha Henry,History,Art Club,Data Analysis,Unknown,Unknown,Unknown,Unknown,Los Angeles,Senior,Biology,2.95,French,Unknown,Unknown,Unknown,Unknown,Astrophysics,0.1,1,1,1.53
570,Lynn Sparks,Biology,Coding Club,Leadership,Data Analysis,Artistic,Unknown,Unknown,Chicago,Freshman,Mathematics,2.24,Chinese,Japanese,French,German,English,Quantum Computing,0.18,3,5,1.21
571,Corey Stanton,Mathematics,Music Club,Public Speaking,Programming,Artistic,Unknown,Unknown,Boston,Senior,History,3.96,German,Spanish,Chinese,English,French,Astrophysics,0.91,3,5,2.44
572,Christopher Thomas,Psychology,Debate Club,Artistic,Data Analysis,Unknown,Unknown,Unknown,San Francisco,Senior,Mathematics,2.82,German,Chinese,Japanese,French,Unknown,Astrophysics,0.22,2,4,1.52
573,Jennifer Gonzalez,History,Debate Club,Programming,Artistic,Leadership,Public Speaking,Problem Solving,Boston,Junior,Mathematics,3.5,Chinese,Spanish,Japanese,Unknown,Unknown,Cybersecurity,0.62,5,3,2.06
574,Dana White,Psychology,Debate Club,Leadership,Unknown,Unknown,Unknown,Unknown,New York,Graduate,Mathematics,3.97,Spanish,Chinese,French,Unknown,Unknown,Social Sciences,0.93,1,3,2.45
575,Justin Reeves,Physics,Coding Club,Problem Solving,Artistic,Programming,Public Speaking,Data Analysis,New York,Graduate,Psychology,2.89,Spanish,Japanese,Unknown,Unknown,Unknown,Cognitive Psychology,0.22,5,2,1.56
576,Guy Myers,Computer Science,Volunteer Group,Artistic,Problem Solving,Leadership,Public Speaking,Unknown,Boston,Graduate,Physics,2.9,French,Spanish,German,English,Chinese,Blockchain Technology,0.23,4,5,1.57
577,Karen Larson,Psychology,Art Club,Public Speaking,Unknown,Unknown,Unknown,Unknown,Boston,Graduate,Physics,3.06,German,Chinese,Japanese,French,Spanish,Human-Computer Interaction,0.29,1,5,1.68
578,Daniel Padilla,Computer Science,Volunteer Group,Programming,Public Speaking,Artistic,Problem Solving,Unknown,Boston,Graduate,Biology,3.41,Spanish,English,Japanese,Unknown,Unknown,Quantum Computing,0.62,4,3,2.02
579,Bradley Pham,History,Coding Club,Public Speaking,Programming,Leadership,Unknown,Unknown,New York,Senior,History,3.35,English,Spanish,Unknown,Unknown,Unknown,Human-Computer Interaction,0.46,3,2,1.91
580,Taylor Lee,Mathematics,Volunteer Group,Leadership,Problem Solving,Unknown,Unknown,Unknown,Los Angeles,Freshman,History,2.46,Chinese,English,German,Unknown,Unknown,Educational Technology,0.07,2,3,1.27
581,Nancy Miller,Mathematics,Art Club,Programming,Data Analysis,Artistic,Public Speaking,Problem Solving,Houston,Graduate,Biology,2.43,French,English,Unknown,Unknown,Unknown,Urban Planning,0.18,5,2,1.31
582,Scott Reyes,Biology,Coding Club,Artistic,Unknown,Unknown,Unknown,Unknown,Boston,Sophomore,History,3.89,Spanish,French,Unknown,Unknown,Unknown,Machine Learning,0.87,1,2,2.38
583,Daniel Lucas,Mathematics,Sports Team,Artistic,Unknown,Unknown,Unknown,Unknown,Houston,Junior,Biology,2.79,English,Spanish,Japanese,Unknown,Unknown,Urban Planning,0.13,1,3,1.46
584,Samantha Wilson,Physics,Volunteer Group,Programming,Public Speaking,Data Analysis,Unknown,Unknown,San Francisco,Graduate,Physics,2.09,French,English,Unknown,Unknown,Unknown,Social Sciences,0.03,3,2,1.06
585,Michelle Navarro,Psychology,Coding Club,Public Speaking,Artistic,Problem Solving,Programming,Unknown,Los Angeles,Junior,Biology,2.79,Japanese,Chinese,Unknown,Unknown,Unknown,Cybersecurity,0.06,4,2,1.43
586,Robert Sweeney,Physics,Volunteer Group,Programming,Artistic,Leadership,Public Speaking,Data Analysis,Los Angeles,Freshman,History,3.65,German,Japanese,Spanish,Unknown,Unknown,Data Science,0.82,5,3,2.24
587,Robert Harmon,Mathematics,Art Club,Programming,Problem Solving,Unknown,Unknown,Unknown,Chicago,Sophomore,Psychology,2.5,Japanese,English,Unknown,Unknown,Unknown,Nanotechnology,0.16,2,2,1.33
588,Donald Bailey,Psychology,Music Club,Leadership,Artistic,Data Analysis,Unknown,Unknown,Houston,Graduate,History,2.67,English,Unknown,Unknown,Unknown,Unknown,Bioinformatics,0.09,3,1,1.38
589,Daniel Mcguire,Biology,Volunteer Group,Data Analysis,Leadership,Artistic,Programming,Problem Solving,Houston,Sophomore,Mathematics,2.87,French,English,Chinese,Japanese,Unknown,Renewable Energy,0.09,5,4,1.48
590,James Davis,History,Music Club,Problem Solving,Programming,Leadership,Artistic,Data Analysis,Boston,Junior,Biology,2.48,French,Japanese,Unknown,Unknown,Unknown,Cybersecurity,0.22,5,2,1.35
591,Rhonda Mcmahon,Biology,Volunteer Group,Problem Solving,Unknown,Unknown,Unknown,Unknown,New York,Sophomore,Mathematics,3.45,Chinese,German,English,Japanese,French,Behavioral Economics,0.68,1,5,2.07
592,Eddie Mcdaniel,Mathematics,Debate Club,Problem Solving,Artistic,Public Speaking,Leadership,Unknown,Chicago,Freshman,Psychology,3.33,Spanish,Chinese,English,Japanese,Unknown,Climate Change,0.51,4,4,1.92
593,Tammy Alvarez,Biology,Coding Club,Public Speaking,Leadership,Problem Solving,Unknown,Unknown,New York,Sophomore,Physics,3.65,German,English,French,Unknown,Unknown,Political Science,0.75,3,3,2.2
594,Patrick Miller,History,Music Club,Artistic,Public Speaking,Problem Solving,Data Analysis,Unknown,New York,Freshman,Computer Science,2.91,French,Spanish,English,Chinese,Japanese,Healthcare Management,0.19,4,5,1.55
595,Sarah Brown,Psychology,Volunteer Group,Public Speaking,Artistic,Problem Solving,Data Analysis,Programming,Houston,Sophomore,Mathematics,3.43,Japanese,German,French,Spanish,Chinese,Data Science,0.64,5,5,2.04
596,Charles Hicks,History,Debate Club,Artistic,Problem Solving,Programming,Leadership,Unknown,Boston,Senior,Computer Science,3.92,German,Chinese,Spanish,Unknown,Unknown,Political Science,0.86,4,3,2.39
597,Monica Norris,History,Art Club,Artistic,Leadership,Programming,Public Speaking,Data Analysis,Boston,Sophomore,Computer Science,3.36,French,Spanish,German,Japanese,Chinese,Behavioral Economics,0.46,5,5,1.91
598,Jennifer Skinner,History,Music Club,Leadership,Public Speaking,Programming,Artistic,Unknown,Houston,Junior,History,2.57,Spanish,Unknown,Unknown,Unknown,Unknown,Data Science,0.1,4,1,1.34
599,Nicolas Campbell,Computer Science,Music Club,Problem Solving,Leadership,Programming,Artistic,Unknown,Houston,Senior,Psychology,2.49,German,Japanese,Chinese,English,Spanish,Artificial Intelligence,0.04,4,5,1.27
600,Jesse Parker,History,Music Club,Data Analysis,Programming,Problem Solving,Unknown,Unknown,New York,Graduate,Physics,2.8,Spanish,French,Unknown,Unknown,Unknown,Behavioral Economics,0.04,3,2,1.42
601,Ashley Russell,Psychology,Volunteer Group,Leadership,Public Speaking,Problem Solving,Artistic,Data Analysis,Los Angeles,Graduate,Psychology,2.85,Chinese,English,French,German,Unknown,Quantum Computing,0.06,5,4,1.46
602,Frank Brown,History,Sports Team,Data Analysis,Programming,Public Speaking,Unknown,Unknown,Los Angeles,Graduate,Mathematics,3.96,English,Chinese,Spanish,French,Unknown,Environmental Sustainability,0.9,3,4,2.43
603,Matthew Mendez,History,Art Club,Artistic,Programming,Public Speaking,Data Analysis,Problem Solving,Los Angeles,Senior,Computer Science,2.13,German,Unknown,Unknown,Unknown,Unknown,Cognitive Psychology,0.09,5,1,1.11
604,Karen Jackson,Physics,Volunteer Group,Public Speaking,Artistic,Unknown,Unknown,Unknown,Chicago,Sophomore,Physics,2.51,English,Unknown,Unknown,Unknown,Unknown,Machine Learning,0.11,2,1,1.31
605,Adam Montgomery,Mathematics,Debate Club,Programming,Artistic,Leadership,Unknown,Unknown,Boston,Junior,Computer Science,3.27,English,Chinese,Spanish,Japanese,German,Urban Planning,0.42,3,5,1.85
606,Justin Willis,History,Volunteer Group,Problem Solving,Artistic,Unknown,Unknown,Unknown,Houston,Freshman,Computer Science,2.69,Japanese,German,Chinese,Spanish,Unknown,Urban Planning,0.14,2,4,1.42
607,Teresa Cross,Psychology,Coding Club,Public Speaking,Programming,Problem Solving,Leadership,Data Analysis,Houston,Graduate,Computer Science,2.8,German,Japanese,French,Unknown,Unknown,Climate Change,0.21,5,3,1.51
608,James Graham,Physics,Music Club,Problem Solving,Data Analysis,Unknown,Unknown,Unknown,Houston,Junior,Computer Science,3.04,French,Chinese,Spanish,Unknown,Unknown,Renewable Energy,0.35,2,3,1.7
609,Lisa Anderson,History,Music Club,Public Speaking,Artistic,Data Analysis,Problem Solving,Leadership,San Francisco,Junior,Physics,3.46,English,Spanish,Chinese,German,Unknown,Cybersecurity,0.62,5,4,2.04
610,Jennifer Walker,Mathematics,Coding Club,Public Speaking,Programming,Data Analysis,Leadership,Problem Solving,Los Angeles,Freshman,Computer Science,2.95,Spanish,German,French,Unknown,Unknown,Healthcare Management,0.2,5,3,1.58
611,Austin Castillo,Computer Science,Coding Club,Artistic,Unknown,Unknown,Unknown,Unknown,Chicago,Graduate,Physics,3.73,German,Japanese,English,Spanish,French,Political Science,0.71,1,5,2.22
612,Sean Robinson,Biology,Sports Team,Public Speaking,Problem Solving,Data Analysis,Artistic,Leadership,Los Angeles,Sophomore,Psychology,2.89,German,Chinese,Spanish,English,Japanese,Climate Change,0.13,5,5,1.51
613,Jessica White,History,Art Club,Leadership,Problem Solving,Programming,Data Analysis,Artistic,San Francisco,Freshman,Biology,2.41,Chinese,Japanese,English,Unknown,Unknown,Artificial Intelligence,0,5,3,1.21
614,Daniel Stephenson,Computer Science,Coding Club,Leadership,Public Speaking,Unknown,Unknown,Unknown,San Francisco,Senior,Mathematics,3.14,French,Spanish,Chinese,English,Japanese,Biomedical Engineering,0.34,2,5,1.74
615,Linda Evans,Mathematics,Volunteer Group,Public Speaking,Artistic,Unknown,Unknown,Unknown,New York,Freshman,Psychology,2.04,Japanese,English,Spanish,Unknown,Unknown,Behavioral Economics,0.08,2,3,1.06
616,Robert Patterson,Physics,Debate Club,Programming,Unknown,Unknown,Unknown,Unknown,Los Angeles,Senior,History,3.39,English,Spanish,Unknown,Unknown,Unknown,Climate Change,0.46,1,2,1.93
617,Taylor Braun,Physics,Art Club,Artistic,Public Speaking,Data Analysis,Programming,Unknown,Los Angeles,Freshman,Physics,2.2,Spanish,English,German,Japanese,Unknown,Social Sciences,0.24,4,4,1.22
618,Jay Garcia,History,Sports Team,Data Analysis,Unknown,Unknown,Unknown,Unknown,Chicago,Junior,Biology,3.32,Spanish,Chinese,French,Japanese,English,Biomedical Engineering,0.49,1,5,1.9
619,Lawrence Morrow,Computer Science,Coding Club,Programming,Unknown,Unknown,Unknown,Unknown,Los Angeles,Senior,Computer Science,3.69,Japanese,French,Chinese,English,German,Astrophysics,0.8,1,5,2.25
